sentence,term,word,tag,word_labels
մելիքսէթ տէր որդի գուլազըզի մելքոնյան հուսիկ,,մելիքսէթ,O,"O,O,O,O,O,O"
սճաոյան հր աճաոյան հայոց անձնանունների բառարան հ երևան հ գ երևան հ ե երևան,,սճաոյան,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O"
հուշարձանի արձանագրված երեսի աջ անկյունը ջարդվածէ որի հետևանքով վնասվել են երեք տողերի մասեր դրանցից առաջին և երկրորդ տողերում ընդունելի լրացումները կատարել էալ մանուչարյանը երրորդ տողի ինչպես և մյուս լրացումները մերն են,,հուշարձանի,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
մեկոք յարտարապետական դեկորի քար տող,,մեկոք,O,"O,O,O,O,O"
Համայնքային խորհուրդը քվեարկեց նոր Կոթողային արձանագրություն տեղադրելու օգտին.,Կոթողային արձանագրություն ,Համայնքային,O,"O,O,O,O,B-INSC,I-INSC,O,O"
յակոբ հանա էկիփ վռգուդդաիիի որ ե ի քաղաքուղաշտէր,,յակոբ,O,"O,O,O,O,O,O,O,O"
հրատ ալիշան եիրակ գէորգեանց բասմաջյան հաաբմ,,հրատ,O,"O,O,O,O,O,O"
Պատկերացանկում ընդգրկվեց այս հիշատակագրային վիմագիր լուսապատճենը՝ նշումներով և ընթերցմամբ.,հիշատակագրային վիմագիր ,Պատկերացանկում,O,"O,O,O,B-INSC,I-INSC,O,O,O,O"
իւանէ աթաբեկ զաքարյան որդի սարգսի եղբայր զաքարէ ամիրսպասալարի,,իւանէ,O,"O,O,O,O,O,O,O,O"
հատկապես սրենի վաղմիջնադարյան հոյակերտ տաճարի վիմագրերին նրանք բազմիցս են անդրադարձել առա արևմտյան նիրակի վիմագրերից շատերը տեղ են գտել հիմնականում հետևյալ աշխատություններում հ ներսէս սարգիսեան տեղագրութիւնք ի փոքր եւ ի մեծ հայս վենետիկ էջ մխիթարյան միաբանը հոռոմոսի վանքից ներկայացնում է շուրջ արձ նիրակավանից արձ բագնայրից արձ արջոառիճից արձ սրենից արձ բագարանից արձ տեկորից արձ խծկոնքից արձ և այլն,,հատկապես,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
Պատմաբանը վերծանեց մաշված տապանաքարային վիմագիր և հայտնեց նոր անուններ տեղական գերդանուց.,տապանաքարային վիմագիր ,Պատմաբանը,O,"O,O,O,B-INSC,I-INSC,O,O,O,O,O,O"
սարգիս հայր զաքարե ամիրսպասալարի հիշատակված է պատարագէ ստացել,,սարգիս,O,"O,O,O,O,O,O,O,O"
աթաբակ իվանեն գործել է դ վերջին և դ առաջին երկու տասնամյակներում,,աթաբակ,O,"O,O,O,O,O,O,O,O,O,O,O"
գէորգեանց համառօտ տեղագրութիւն հնութեանց մեծին նիրակայ եւ մայրաքաղաքին անւոյ աշխատ սելքիսեդեկ քհ գէորգեանց նիրակացւոյ աղէքսանդրապօլ,,գէորգեանց,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
նշված եկեղեցու վաղմիջնադարյան կառույց լինելու փաստը ևս հիմք է տալիս կարծելու որ,,նշված,O,"O,O,O,O,O,O,O,O,O,O,O,O"
րդտողում ստէ բառը գրված է ստէ,,րդտողում,O,"O,O,O,O,O,O"
եվս մեկ տիրիկ որը թ մի հայսմավուրք է ընդօրինակել գուգարքի ընկուզագոմ վանքում հր աճառյան հաբ հ ե էջ,,եվս,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
գավիթ արևելյան պատի վերնամասում ներքուստ եկեղեցու մուտքից վեր որմնանկարի ծեփի վրա տող,,գավիթ,O,"O,O,O,O,O,O,O,O,O,O,O,O"
սարմաշենի վանքի հուշարձծանախումբը բաղկացած է հետևյալ կառույցներից,,սարմաշենի,O,"O,O,O,O,O,O,O"
յոթերորդ տողի սկզբնահատվածը մինչև հաստատուն բառը պրակիս կազմողը չի վերծանել չնայած գրչագրում առկա են տառերը որոնք հիմնականում համապատասխանում են սելքոնյանի վերծանությանը եւ ի սեր սուրբնեանէն,,յոթերորդ,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
եկեղեցին նորոգվել է ական թթ գյումրեցի նշանավոր վարպետների կողմից գյումրիի երիտասարդաց հառիմի վանական ընկերություն կազմակերպության նախաձեռնությամբ նախագահ հովսեփ կոստանյանի ղեկավարությամբ,,եկեղեցին,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
նինությունների որմերին առկա են դ բազմաթիվ նվիրագրեր ու հիշատակագրություններ ինչը չի կարելի ասել հետագա դարերի մասին,նվիրագիր,նինությունների,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
եինաքար գտնված վանքի աղբյուրի մոտ այժմ մի բեկորն ընկած է գավթի հարավային պատի տակ տող,,եինաքար,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
սենք ևս այս և վերոնշյալ տապանագրերը տեղում չգտանք,տապանագրերը,սենք,O,"O,O,O,O,O,B-INSC,O,O"
ս կարապետ եկեղեցի հարավային ավանդատան բարավորին ներքուստ,,ս,O,"O,O,O,O,O,O,O"
գավիթ հյուսիսային պատին ներքուստ տող,,գավիթ,O,"O,O,O,O,O"
էջմիածին ա գագիկ հառիճեցի,,էջմիածին,O,"O,O,O,O"
տասնմեկերորդ տողի ամէն բառից հետո կա ևս մեկ բառ որը լուսանկարի վրա չի երևում մեր օրագրի մեջ նշանակել ենք նինեցնի,,տասնմեկերորդ,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
յովանիս պատարագ է ստացել յովաննէս միակեցի հիշատակված է,,յովանիս,O,"O,O,O,O,O,O,O,O"
հապավված տառերիկամ տառակապակցությունների վերականգնումները չեն բացվում տերունական յոթ բառերը,,հապավված,O,"O,O,O,O,O,O,O,O,O"
Լուսանկարիչը համեմատեց երկու Կոթողային արձանագրություն՝ դեպի հյուսիս և արևելք նայող կողմերում.,Կոթողային արձանագրություն ,Լուսանկարիչը,O,"O,O,O,B-INSC,O,O,O,O,O,O,O"
հառիճավանք գավթի հյ պատ ներ,,հառիճավանք,O,"O,O,O,O,O"
Հնագիտական բեկորում պահպանված հարկային արձանագրություն վկայում է կողոպուտից հետո կատարված հաշվառման մասին.,հարկային արձանագրություն ,Հնագիտական,O,"O,O,O,B-INSC,I-INSC,O,O,O,O,O,O,O"
Քաղաքի հրապարակում բացված նոր հուշաշարի վրա կա Հուշագիր՝ նվիրված ազատագրական պատերազմի հերոսներին.,Հուշագիր ,Քաղաքի,O,"O,O,O,O,O,O,O,O,O,O,O,O"
հատ մելքոնյան լրաբեր,,հատ,O,"O,O,O"
ծանոթ չորրորդ տողն անհամեմատ մանրատառ փորագրված է երրորդ տողի վերջավորության ներքնում,,ծանոթ,O,"O,O,O,O,O,O,O,O,O,O,O"
Գրական հոդվածում վերլուծվեց Ժամատան արձանագրություն լեզվաբանական տեսակետից.,Ժամատան արձանագրություն ,Գրական,O,"O,O,O,B-INSC,I-INSC,O,O"
ադամ դաւթեանց բանդիվան գյուղի հիմնադիրներից,,ադամ,O,"O,O,O,O,O"
Դաշտային քարտեզի վրա նշվեց Պատուհանագիր տեղակայությունը՝ հարավային ճակատում.,Պատուհանագիր ,Դաշտային,O,"O,O,O,O,B-INSC,O,O,O"
Գիրքը ներառում է միջնադարյան նվիրագիր և նրանց լեզվական առանձնահատկությունների քննություն.,նվիրագիր ,Գիրքը,O,"O,O,O,O,B-INSC,O,O,O,O,O"
գտնվումէնխուրյանի ձախափին անիպեմզագյուղի հարևանությամբ,,գտնվումէնխուրյանի,O,"O,O,O,O"
սիմէոն նվիրատու հառիճավանքի սիմէոն նվիրատու սարմաշենի վանքի,,սիմէոն,O,"O,O,O,O,O,O,O"
զարմանալի է թե ինչպես կաթողիկոսի և թագավորի անունից գրված այդ արձանագրությունները փորագրվել են նման վարպետի կողմից որի և գրերն են անարվեստ և տողերն անհամաչափ իսկ տեղադրությունը բոլորովին անճաշակ ու խառնէ,,զարմանալի,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"Սրբապատկերի ներքևում պահպանվել է Օրհնագիր՝ կարճ, բայց ուժեղ ձևակերպմամբ.",Օրհնագիր ,Սրբապատկերի,O,"O,O,O,O,O,O,O,O,O"
ցանոթ ուրտուրիտա թերևսոչհայի անունը այլուստ հիշվածէմիայն մրենիերկու արձանագրություններում ուրտուրիտաև ուտուրտա ձևերով,,ցանոթ,O,"O,O,O,O,O,O,O,O,O,O,O"
եկեղեցու արտաթին ուղդղաձիք որմնախորեի պսակիքար վանքի բակում տող,,եկեղեցու,O,"O,O,O,O,O,O,O,O"
հատ նահխաթունյանց ջալալյանց ա սխիթարյանց առիճ ալիշան շիրակ գէորգեանց եղիազարյան էջմիածին ա քյուրտյան բազմավէա գագիկ հառիճեցի,,հատ,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
Հուշարձանի պահպանության ծրագիրը ներառում է նաև այս եզակի տապանաքարային վիմագիր պահպանման առանձնահատկությունները.,տապանաքարային վիմագիր ,Հուշարձանի,O,"O,O,O,O,O,O,O,O,B-INSC,I-INSC,O,O"
նլուխաթուն դուստր թալայի ննջեցյալ նվարդ նվարթ,,նլուխաթուն,O,"O,O,O,O,O,O"
գնավորի մատուռ վանքի հարավարևմտյան կողմում անմատչելի ժայռի վրա է գտնվում այս փոքր շինությունը հարազատ դդ,,գնավորի,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
թ հառիճավանքում հովհաննես գրչի ընդօրինակած ժողովածոյ ձեռագրի հիշա,,թ,O,"O,O,O,O,O,O,O,O"
Հնագետներն արձանագրեցին հիշատակագիր՝ որում նշված էր գրքի նվիրատուների ցանկը.,հիշատակագիր ,Հնագետներն,O,"O,O,O,O,O,O,O,O,O"
Սոցիալական պատմաբանները վկայակոչեցին կանոնաիրավական արձանագրություն՝ որպես աղբյուր հարկային համակարգի վերաբերյալ.,կանոնաիրավական արձանագրություն ,Սոցիալական,O,"O,O,O,B-INSC,O,O,O,O,O,O"
Հուշարձանի նկարագրության մեջ հատուկ նշվեց այնտեղ եղած Հուշագիր՝ որպես եզակի աղբյուր.,Հուշագիր ,Հուշարձանի,O,"O,O,O,O,O,O,O,O,O,O,O"
աստվածածին ս եկեղեցի կաթողիկե հառիճավանքում,,աստվածածին,O,"O,O,O,O,O"
մարմաշեն գլխավոր տաճարի մեջ բեկոր դ շինարարական,,մարմաշեն,O,"O,O,O,O,O,O,O"
այս տողը ներառում ենք մելքոնյանի հիմնականում համոզիչ վերծանությունից երկու ճշտումով տողի առաջին մ տառը նա կարդացել էտ իսկ վերջում եահ տառակապակցությունը,,այս,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
ծանոթ առաջին եռանկյունաձև քարի երեսն ամբողջովին հողմահարված է երկու տողի չափով ուր և պիտի լիներ թվականը,,ծանոթ,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
ճարտարապետական բոլոր հատկանիշները ատամնավոր քիվ բուսական ու երկրաչափական զարդամոտիվներով լուսամուտի պսակներ շրջանի մեջ ներառվածհավասարաթևխաչ և այլն վկայում են որ շինվածէ դարից առաջ,,ճարտարապետական,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
Դասախոսը որպես փորձարարական առաջադրանք հանձնարարեց վերծանել Գավիթային արձանագրություն լուսանկարից.,Գավիթային արձանագրություն ,Դասախոսը,O,"O,O,O,O,O,O,B-INSC,I-INSC,O"
Մատուռի վերևի պատուհանի տակ առկա է Ժամատան արձանագրություն՝ հիշատակելով նվիրատուական մոմավառությունները.,Ժամատան արձանագրություն ,Մատուռի,O,"O,O,O,O,O,O,B-INSC,O,O,O,O"
ըստ դրանց վայրը կամ գյուղը կոչվեց երերույք իսկ տաճարը կրել է ս կարապետի և ս ստեփանոս նախավկայի անունները,,ըստ,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
սատաթե խաչքար է կանգնեցրել սարգարէ կազմող,,սատաթե,O,"O,O,O,O,O,O"
ծանոթ անարվեստ տառերի հաջորդ քարը չկա,,ծանոթ,O,"O,O,O,O,O,O"
տապանաթար ուղղանկյուն սալ գավթում տող այս հանգիստ,,տապանաթար,O,"O,O,O,O,O,O,O"
Պաշտպանական վահանակով ժամանակավորապես ծածկվեց Դամբարանային արձանագրություն խոնավության պատճառով.,Դամբարանային արձանագրություն ,Պաշտպանական,O,"O,O,O,O,B-INSC,I-INSC,O,O"
ագրիգոր եկեղեցի հարավային խաչաթևի պատին արտաքուստ տող,,ագրիգոր,O,"O,O,O,O,O,O,O"
երերույքի հոյակերտ տաճարն անմխիթար ու ավերակ վիճակում է նկարագրում դեռևս դ տեղագիր ս էջմիածնի միաբան հովհաննես եպս նահխաթունյանցը միջին ծածկ տաճարին օրոցածև և անսիւն այլ խոնարհեալ բոլորովին,,երերույքի,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"Պղնձաթափանց շերտի մաքրման ընթացքում բացվեց Շինարարական արձանագրություն, որում նշված է կամուրջի կառուցումը.",Շինարարական արձանագրություն ,Պղնձաթափանց,O,"O,O,O,O,O,B-INSC,O,O,O,O,O,O"
գլխավոր տածար հյուսիսային պատին արտաքուստ տող,,գլխավոր,O,"O,O,O,O,O,O"
"Թանգարանում ցուցադրվեց Օրհնագիր, որը եզրափակում է ամբողջական համալիրի շինարարությունն ու նվիրատվությունը.",Օրհնագիր ,Թանգարանում,O,"O,O,O,O,O,O,O,O,O,O,O"
գագիկ հայր սումբէի հիշատակված է,,գագիկ,O,"O,O,O,O,O"
արձանագրության կենտրոնում կլոր սկավառակին արևի ժամացույցի շառավիղների մեջ թվեր ցույց տվող տառերն են,,արձանագրության,O,"O,O,O,O,O,O,O,O,O,O,O,O,O"
ծանոթ արձանագրության ստորին մասում փորագրված է տառը որը կարող է լինել թվականը,,ծանոթ,O,"O,O,O,O,O,O,O,O,O,O,O,O"
մբնորլայշէն եկեպելցյիս է յլիյեատլայկ,,մբնորլայշէն,O,"O,O,O,O"
կատա հայոց թագուհի ամուսին գագիկ ա թագավորի հիշատակված է,,կատա,O,"O,O,O,O,O,O,O,O,O"
ս բարխուդարյանը ընկած կորած է համարում,,ս,O,"O,O,O,O,O,O"
երրորդտողիսկզբում դատելով շարադրանքից հակվածենք կարդալու,,երրորդտողիսկզբում,O,"O,O,O,O,O"
"Ուսանողները դաշտում արտագրեցին եկեղեցաշինական արձանագրություն, ապա համադրեցին հրապարակված տարբերակների հետ.",եկեղեցաշինական արձանագրություն ,Ուսանողները,O,"O,O,O,B-INSC,O,O,O,O,O,O"
պետրոսյան սարգիս պռաւշ հիշատակված է պօղոս ջանլաթեան ծայրագոյն վարդապետ,,պետրոսյան,O,"O,O,O,O,O,O,O,O,O"
նախիջևան նախճավան գյուղ կարսի մարզում ներքին բանդիվան գյուղատեղ բանդիվան գյուղում,,նախիջևան,O,"O,O,O,O,O,O,O,O,O,O"
Վերականգնողները ամրացրին Զանգակատան արձանագրություն՝ աշտարակի վերին հարկում.,Զանգակատան արձանագրություն ,Վերականգնողները,O,"O,O,B-INSC,O,O,O,O"
նշվ աշխ ջ արձ,,նշվ,O,"O,O,O,O"
Մատենադարանի ֆոնդերում պահվում է Շրջագիր ծածկագիր՝ գրված անսովոր ժանգագույն թանաքով.,Շրջագիր ծածկագիր ,Մատենադարանի,O,"O,O,O,O,B-INSC,O,O,O,O,O"
Հուշարձանի վերականգնման ընթացքում բացահայտվեց նախշազարդ Պատկերագիր՝ գունային շերտերով.,Պատկերագիր ,Հուշարձանի,O,"O,O,O,O,O,O,O,O"
վկայագիրնաչքիէընկնումուշագրավուհազվադեպհանդիպող փաստերովու արտահայտություններով զաքարեն հիշված է իր բոլոր պաշտոնական տիտղոսներով ամիրսպասալար շաֆնէայ եւ մանդատորթախուցայս վիմագրերում խիստ սակավ է հիշատակվում սարգիս զաքարյանի կնոջ քուրդ մահկանաբերդցի իշխանի դուստր սահակադուխտի անունը սկզբնադբյուրներում առաջին անգամ է վկայված բռնավորաց հարկ սոցիալ իրավական բառեզրը որն առայժմ դժվարանում ենք մեկնաբանել,վիմագրերում,վկայագիրնաչքիէընկնումուշագրավուհազվադեպհանդիպող,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,B-INSC,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
Արխիվում պահպանվում է Մատենագիտական արձանագրություն՝ տարբեր խմբագրություններով.,Մատենագիտական արձանագրություն ,Արխիվում,O,"O,O,O,B-INSC,O,O,O"
տեսակետ կա թե զվարթնոցատիպ այս եկեղեցին վանքի վաղագույն կառույցն է և թվագրվում է մւմոդդ այսինքն՝ վանքի հիմնադրումը պետք է կապել ոչ թե պահլավունիների այլ կամսարական տոհմի իշխանների անվան հետ որոնց սեփականությունն էր կազմում նաև շիրակը,,տեսակետ,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
երրորդ տողի վերջի նոթաի շարյատ բառերից վերջինը հայտնի տուրքի անուն է դրան նախորդող եոթաւի բառը համարում ենք տեղանուն և հենց այս նոր կյանք գյուղի հնագույն անունը,,երրորդ,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
կարապետ համբարեան տիրացու քանդակագործ,,կարապետ,O,"O,O,O,O"
այն թեև բավական հեռու է մեր հուշարձանի վայրից բայց էական է որ նման տեղանուն գոյություն ունեցել է չենք պնդում որ հենց վերը հիշվածն է նվիրել ապլղարիպը,,այն,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
գույք՝ իր հայրենատիրաց մողորիս գյուղը մեկական ջրաղաց գետիկ գյուղից և անիի գլիձոր թաղամասից մեկ պարտեզ անիի ծաղկոցաձոր թաղամասից և մեկական այգի երևանից ու թալինից նվիրելու իրողությունը,,գույք՝,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
հառիճի վանական համալիրը հյուսիս արևմուտքից լուսանկարը էդգար հարությունյանի,,հառիճի,O,"O,O,O,O,O,O,O,O"
հոգեվանք կամ կարմիր վանք կոչվող եկեղեցական համալիրը գտնվում է սառնաղբյուր գյուղից կմ հյուսիս արևմուտք,,հոգեվանք,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O"
մր գիգորք ար կլրեւոևոի սլյւ,,մր,O,"O,O,O,O,O"
հոգհվանք ս կարապետեկ ոդ նվիրատվական արձանագիր քար եկ ներսում,,հոգհվանք,O,"O,O,O,O,O,O,O,O,O"
եկեղեցու հարավային խաչաթնի արևմտահայաց որմին արտաքուստ տող,,եկեղեցու,O,"O,O,O,O,O,O,O"
նախորդ հրատարակիչները բացառյալ ս բարխուդարյանի վերծանել են արդիք և ինչպես նույն նվիրատուի մյուս վկայագրում այն նույնացրել ներկայիս արթիկ կոչվող քաղաքի հետ,,նախորդ,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"Վանքի գմբեթի հիմքում փորագրված է Գմբեթային արձանագրություն, որը թվագրում է վերակառուցումը.",Գմբեթային արձանագրություն ,Վանքի,O,"O,O,O,O,O,B-INSC,O,O,O,O,O"
սամուել անեցի սանամ մնօեան ննջեցյալ,,սամուել,O,"O,O,O,O,O"
Պատմական սրահում ցուցադրված է Որմնագիր՝ լուսավորված կողային լամպերով.,Որմնագիր ,Պատմական,O,"O,O,O,O,O,O,O,O"
ծածին եկեղեցին հյուսիս արևելքից,,ծածին,O,"O,O,O,O"
գրչագիրը նախորդ հրատարակչինն է,,գրչագիրը,O,"O,O,O,O"
հուշարձանի վրա եղած բոլոր արձանագրությունները գտնվում են հյուսիսային պատի վրա ձուտքի շուրջը,,հուշարձանի,O,"O,O,O,O,O,O,O,O,O,O,O,O"
գքյուրտյանը այս վիմագիրը նույնպես հարկ չի համարել ներկայացնել քանի որ հրատարակուած է շիրակ ի մէջ,Վիմագիր,գքյուրտյանը,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
լանջիկ գյուղ նիրակում լեհաստան լենինական տես գյումրի լեռնակերտ գյուղ եիրակում լմբատ թաղամաս արթիկ քաղաքում լմբատավանք,,լանջիկ,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
Թանգարանի ցուցադրությունում ընդգրկվեց Գմբեթային արձանագրություն լուսանկարչական մեծադիր պատկերվածությամբ.,Գմբեթային արձանագրություն ,Թանգարանի,O,"O,O,O,B-INSC,I-INSC,O,O,O"
հառիճավանքի բակ բեկորներ ռդ հիշատակագրություն,,հառիճավանքի,O,"O,O,O,O,O"
բոլոր պատերն արտաքուստ ունեն հայկական զույգ խորշեր,,բոլոր,O,"O,O,O,O,O,O,O"
արուճ գյուղ արագածոտնում որտեղից այգիներ է հատկացվել հառիճավանքին ու լմբատավանքին,,արուճ,O,"O,O,O,O,O,O,O,O,O,O"
պատմաճարտարապետական արժեք ու հետաքրքրություն են ներկայացնում միջնադարյան հուշարծանները ի դեմս կանգուն և կիսավեր եկեղեցիների րդ ռդ գուղատեղիների և գերեզմանոցների մատուռների ամբողջականու բեկորային բազմաթիվ խաչքարերի,,պատմաճարտարապետական,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
դժվարանում ենք մեկնաբանել այս վկայագրի առկայությունը հառիճավանքում նաև սորոգ ընկաայ զլուսաորչակըրօնն արտահայտությունը այն ըստ ամենայնի վկայում է որ պետրոս հայկազունին պատկանելիս է եղել հայ ֆրանկների կամ կաթոլիկների համայնքին և հետո միայն ընդունել հայ առաքելական եկեղեցու դավանանքը,,դժվարանում,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
երերույքի տայար հարավային պատին քերծագրով տող,,երերույքի,O,"O,O,O,O,O,O"
Գրական պատկերման մեջ հեղինակն օգտագործում է Դռնագիր՝ իբրև սիմվոլիկ շեմք.,Դռնագիր ,Գրական,O,"O,O,O,O,O,O,O,O,O,O"
առյուծ որդի սխիթար ճոնի,,առյուծ,O,"O,O,O,O"
Գրախոսականում նշվեց Զանգակատան արձանագրություն լեզվական իդիոմների առատությունը.,Զանգակատան արձանագրություն ,Գրախոսականում,O,"O,O,B-INSC,I-INSC,O,O,O"
Պետական արխիվը թվայնացրեց Ապահարկման արձանագրություն և բացեց հասանելիություն հետազոտողներին.,Ապահարկման արձանագրություն ,Պետական,O,"O,O,O,B-INSC,I-INSC,O,O,O,O"
ոկե ոց եւ հաստատեցինլ ծանոթ ըստ երևույթին նվիրատվական մի մեծ արձանագրության մասեր են վերջին բեկորի վրա մնացել է նվիրատուներից մեկի անունը վարդև երրորդի վրա թիվը ոկե,,ոկե,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
աա էիրի սբ ուխտին խոսպխջսն ինձ ի տարոջն,,աա,O,"O,O,O,O,O,O,O,O"
դ սպարապետի գերեզմանին ուղղանկյուն օրորոցածև նոր տապանաքար է դրվել,,դ,O,"O,O,O,O,O,O,O,O,O"
"Աշխարհագրական եզրագծի մոտ արձանագրվեց պետրոգլիֆ, որը պատկերում է կումՅարք և մանուշակագույն օձ.",պետրոգլիֆ ,Աշխարհագրական,O,"O,O,O,O,O,O,O,O,O,O,O,O"
իններորդտողում պակասող մասն ավելի մեծէ,,իններորդտողում,O,"O,O,O,O,O"
